文本,正向情感比率,負向情感比率,情感分數
這樣 還可以 把 整 個 dpp 連結 到 仇 柯 是 把 人 當,0.07142857142857142,0.07142857142857142,1.6
當飯 吃,0.0,0.0,0.0
幹講 到 死人 連 屬 就 很好 笑死人 也 會 連 屬,0.0,0.08333333333333333,0.30000000000000004
白痴 其 實 各 地 候選人 都 是 民進黨 的 比較,0.0,0.09090909090909091,0.35
丁柯 差距 越來越 近 了 阿 再加 上 反串 的 柯粉,0.0,0.0,0.0
優秀 我 是 覺得 真柯粉 應 該 會 有 足夠 的 智力,0.25,0.0,3.9499999999999997
歸 隊 到時 候 怕 會 不會 下 一 跳,0.0,0.2,1.3
這 篇 綠吱 大 出沒 看來 很怕 xd,0.0,0.125,0.95
全面 執政 過 太爽 懲罰 一下 錯 了 嗎,0.0,0.2222222222222222,2.1
看出 才 當選 對 當地 對台 灣 才 是 好事,0.2,0.0,2.75
蠢 吱 護主 燃燒 殆盡 在所 不惜 可敬 可 佩,0.1,0.2,2.7
綠吱 慢慢 取暖 年 底 見 真章,0.0,0.0,0.0
以 高雄 而言 陳其 邁 不管 是 能力 或 政策,0.1,0.1,2.0
都 相 當 優秀,0.25,0.0,1.65
我 也 等 著 1124 滅 東廠 了,0.0,0.0,0.0
原來是 其 邁粉 南 部人 不意 外 xd,0.0,0.0,0.0
馬尾漢 只 差 沒 跪 求 柯 p 去 舉 韓國瑜 的 手,0.0,0.07692307692307693,0.6
不過 也 不 是 不可 能 啊 柯 p 都 笑 記 者 從 三,0.06666666666666667,0.06666666666666667,2.2
立去 tvbs 馬上 連講 話口 氣 都 不 一樣 了,0.0,0.0,0.0
不用 柯粉 有正 常 腦子 的 人 都 知道 你 dpp,0.09090909090909091,0.0,1.1
糞 奴 柯粉,0.0,0.0,0.0
抹 得 跟 四 年 前 kmt 一樣 開心,0.1111111111111111,0.0,1.55
1124 滅 東廠 共襄 盛 舉,0.0,0.0,0.0
柯 偉 瀚 大腿 抱 好 抱 滿,0.375,0.0,3.8499999999999996
蚊子 地圖 炮 阿 問 co 綠 高層 有 line 他 罵 姚 嗎,0.0,0.0,0.0
這 篇 再 轉 貼 中南 部 看看 這些 民進黨 柯黑,0.0,0.0,0.0
不用 扯到 柯 光 這 兩 年 下來 火都 大 了 年 底,0.0,0.0,0.0
要來 個 無 差別 打 綠畜,0.0,0.3333333333333333,1.35
傻 了 才 投 藍綠,0.0,0.2,0.65
綠粉 別 怪 柯粉 要 就 怪 你們 家 的 高層 推 姚文智,0.0,0.15384615384615385,1.2
馬英九 再起 3 貴 人 小英 柯 p 國民黨 化,0.0,0.1,0.525
的 民進黨,0.0,0.0,0.0
就 說 很多 深 藍 蚵 粉 阿,0.125,0.0,1.15
1124 滅 東廠 你 管 我 投 誰,0.0,0.0,0.0
民進黨 不爽 不要 投,0.0,0.5,1.2
寧願 投 黑道 也 要 給 資進黨 一 個 教 訓,0.0,0.18181818181818182,1.5499999999999998
敵人 的 敵人 唉 自 業 自得,0.0,0.2857142857142857,1.0
92 最後 還不是 含 屌 投丁別 搞笑 了,0.125,0.0,1.375
說 得 沒 錯 這 結 果是 民進黨 自己 求來 的,0.0,0.09090909090909091,0.5
滅 東廠 你 管 我 投 誰,0.0,0.0,0.0
連 黑道 都 挺 讚,0.2,0.2,2.25
推 姚文智 打 柯 根本就是 智障 行 為 敢 出來 開戰 還,0.0,0.16666666666666666,1.0
怕 損 血 喔 xd,0.0,0.2,0.55
姚文智 就 硬要 選 阿,0.0,0.0,0.0
業力 引爆,0.0,0.0,0.0
深 藍 科粉 最後 還不是 歸位 投丁,0.0,0.0,0.0
不過 看 他 的 發 言 其 實 沒 啥 攻擊 力,0.0,0.08333333333333333,0.65
系 賀 幹你娘 垃圾 黨 政見 反著 做 還 到處 鬥爭,0.0,0.18181818181818182,0.8
輸贏 不 是 問題 為 了 贏 舔 中國 屌 噁心,0.09090909090909091,0.18181818181818182,2.7
中肯 啊 dpp 的 業力 也 該 爆 了,0.1111111111111111,0.0,1.25
批 著 柯粉 的 藍粉 的 憤怒,0.0,0.14285714285714285,0.4
廢物 藍支 跟 柯粉,0.0,0.25,0.475
柯 p 二岸 一 家親 喜迎 台北 集 中 營,0.0,0.0,0.0
國民黨 年 底 躺著 選 啦,0.0,0.0,0.0
以後 只 投給 dpp 的 對手 幹 幹 幹 再 騙 啊,0.0,0.4166666666666667,1.5499999999999998
dpp 就 有人 說 不爽 不要 投 啊,0.0,0.25,1.2
如 果 只 是 顆 粉 是 不可 能 改投 k 黨 死不 檢,0.0,0.14285714285714285,1.45
柯粉 1124 滅 東廠 票 投 kmt,0.0,0.0,0.0
吳秉叡 不爽 不要 投,0.0,0.5,1.2
有 影 響 但 也別 過度 膨脹 了 四 年 前 年青,0.0,0.08333333333333333,0.75
討 自己 的 資進黨 民進洞 還 真 以為 可以 靠,0.0,0.0,0.0
人帶 頭 但 憤怒 的 不 只 有 年輕 的 世 代 而,0.0,0.07692307692307693,0.4
看來 民進黨 只 配 這 種 無腦 扣 帽 的 粉絲 zd,0.0,0.0,0.0
罵 kmt 罵 一 輩子,0.0,0.0,0.0
且 當時 的 訴求 有 他 的 高度 在 今年 只是 因,0.0,0.0,0.0
為 選 舉 挺 不挺 柯 外溢 效果 有 但 不會 像,0.0,0.08333333333333333,0.75
投 國民黨,0.0,0.0,0.0
四 年 前,0.0,0.0,0.0
我 這 次 也 想 投 kmt 惹,0.125,0.0,1.05
我 高雄 就 投 kmt 氣死 綠吱 來 互 相 傷害 啊,0.0,0.16666666666666666,0.7999999999999999
狗嘴吐不出象牙 就 開 始 狂抹 笑死人 xd,0.0,0.14285714285714285,0.475
柯粉 60 都 92 最後 還是 含 屌 投丁,0.0,0.0,0.0
1124 滅 東廠,0.0,0.0,0.0
東廠 太監 最後 也 是 投丁 啊 跟 92 有 啥 兩樣,0.0,0.0,0.0
非 藍 即 綠 天 命 如此 無話可說,0.0,0.0,0.0
1124 滅 東廠,0.0,0.0,0.0
沒 差 繼 續 1124 也 是 讓 丁 守 中 當選 等 看 笑話,0.06666666666666667,0.06666666666666667,1.7999999999999998
沒 錯 真的 是 這樣,0.0,0.2,0.5
吳秉叡 不爽 不要 投 段 宜康 靠北 三,0.0,0.25,1.2
絕對 不 投 丁 一 輩子 不 投 國民黨,0.0,0.0,1.0
滅 東廠,0.0,0.0,0.0
說 真的 蔡英文 2020 不 用選 了,0.0,0.0,0.0
還 在 以為 柯粉 是 空氣票 啊 年 底 等 著 看,0.0,0.0,0.0
馬迷 高 潮 了,0.0,0.0,0.0
幹你娘 我 台南 的 高 思 博 我 也 投 得 下去 拉,0.0,0.07692307692307693,0.8500000000000001
洗到 全 家 都 不 投 民進黨 還 蠻 簡單 的,0.0,0.0,0.0
1124 滅 你 媽,0.0,0.0,0.0
1124 滅 東廠,0.0,0.0,0.0
1124 滅 東廠,0.0,0.0,0.0
尚書 大人,0.0,0.0,0.0
1124 滅 東廠 2020 換 母豬,0.0,0.0,0.0
中時 看看 笑笑 就好 了 狗黨 想 沾光,0.125,0.0,1.05
同意 我 就 投 肚爛 票 啦 1124 滅 東廠,0.1,0.0,1.35
對 不 想 投 dpp 但 kmt 也 是 不可 能 的 選擇,0.15384615384615385,0.07692307692307693,3.1500000000000004
柯粉 是 有 多少 啦,0.0,0.0,0.0
母豬 蔡 下台 以前 絕對 不 投 dpp,0.0,0.0,1.0
話說 中國 共產黨 本來 是 扶 植 親 共 勢力 和 親,0.16666666666666666,0.0,2.8
共 政權 最 省力 而且 現 在 中 美 貿 易 戰 更,0.07692307692307693,0.0,1.35
投 kmt 我 寧願 投 第三 勢力,0.0,0.14285714285714285,0.95
1124 滅 東廠 救 台灣 醫 事,0.0,0.0,1.0
還 有 新 毒瘤 那 群人 在 也 不 投 dpp,0.0,0.0,0.0
要加 大 力 道 干擾 台灣 選 舉 進一 步 消 弱 親,0.07692307692307693,0.15384615384615385,2.9
全台 柯粉 不知 道 有 多少 為 了 這 選不上,0.0,0.1,0.8999999999999999
柯黑 是 器官 被 活摘 了 嗎 柯粉 60 是 922014,0.0,0.0,0.0
美 政權,0.0,0.0,0.0
連勝文 會 輸 20 萬票 喔,0.0,0.16666666666666666,0.5
死 也 不可 能 改投 國民黨 啦 以為 最近 洗白 了 嗎,0.0,0.16666666666666666,0.8
白癡 才 以為 冥 進洞 沒 打 柯,0.0,0.25,0.8500000000000001
我 就 是 度 爛票,0.0,0.0,0.0
花名 冊 嘿嘿 嘿,0.0,0.0,0.0
改投 國民黨,0.0,0.0,0.0
新 毒瘤 就 是 最 垃圾 的 一 塊,0.0,0.1111111111111111,0.30000000000000004
搞笑 是 每 個 縣市 都 有 柯 可以 選 是 嗎,0.08333333333333333,0.0,1.375
綠粉 會 嗆 難 道 要 投 kmt,0.0,0.0,0.0
4 年 前 投柯 的 現 在 還 會 投 有 多少,0.0,0.0,0.0
我 是 覺得 4 年 中 腎 文 的 40 會 剩 多少 呢,0.0,0.0,0.0
早 就 說 過 柯粉 就 是 92 5 毛 集合 體,0.0,0.0,0.0
所以 如 果 柯 p 這麼 早 做 結盟 動作 一來 韓,0.0,0.0,0.0
國瑜 道 心 不 堅 二來 要 賭 大 的 棄丁 保柯 破,0.0,0.0,0.0
反 正 1124 滅 東廠 最後 獲益 的 就 是 kmt,0.09090909090909091,0.0,1.4
百萬 真的 成為 最 大 尾,0.16666666666666666,0.0,1.1
1124 滅 東廠 高雄 柯p 改變 成真,0.0,0.0,0.0
垃圾 不 分 藍綠 啦,0.0,0.2,0.30000000000000004
柯粉 一 直 相信 台北 藍大於 綠 然後 又 不,0.1,0.0,1.55
777 垃圾 dpp 粉 以 外 都 是 92,0.0,0.1111111111111111,0.30000000000000004
不 承認 柯粉 很 高 比 率 是 92 有 邏輯,0.09090909090909091,0.0,2.05
甭 廢話 年 底 見 真章,0.0,0.16666666666666666,0.7749999999999999
我 寧願 讓 kmt 獲益 也 不爽 讓 dpp 獲益,0.0,0.2,1.4
就 說 777 以 外 都 是 92,0.0,0.0,0.0
兩 個 都 免 想要 拿 我 的 票,0.0,0.0,0.0
以為 大 家 都 白癡 一 輩子 死忠 挺 爛黨 dpp,0.0,0.09090909090909091,0.30000000000000004
現 在 dpp 打器 捐 他媽的 噁 爛,0.0,0.375,0.8999999999999999
垃圾 就該 受 到 制 裁 還 想 繼 獲 取 政 治 權 力,0.06666666666666667,0.06666666666666667,1.35
但 別 忘 了 四 年 前 是 哪 個黨 拿 器 捐來 打 的,0.0,0.06666666666666667,0.55
這 次 是 一定 不可 能 投 dpp 的 但 也 絕不 可能,0.0,0.15384615384615385,1.35
蠢 到 去 投 kmt 這 顆 毒瘤,0.0,0.125,0.5
民進黨 獨派 為 反中 仇 中 根本 失去 理性 居然 帶,0.09090909090909091,0.2727272727272727,2.9499999999999997
馬迷 變 柯粉 了,0.0,0.0,0.0
個 老 外 騙子 來 欺負 台灣 欺負 台灣人,0.0,0.2222222222222222,1.15
狗報 殺人 犯,0.0,0.3333333333333333,0.19999999999999996
兩黨 都 拿 器 捐 打過 柯 啦 以為 四 年 就 忘 了,0.0,0.0,0.0
中時 就 想 藉 這 議 題 偷 替 kmt 撈 點 票,0.07692307692307693,0.07692307692307693,1.4
我 柯粉 我 嬌 傲,0.0,0.0,0.0
只是 dpp 更 噁 爛 罷了 但 不代 表 kmt 比 較好,0.0,0.25,1.5
驕傲,0.0,1.0,0.95
已 經是 為了 仇 中 把 台灣 送去 讓 老 外 佔便宜 他,0.0,0.15384615384615385,1.0
活該 誰 叫 dpp 要 爛 硬 吵,0.0,0.25,1.2
們 也 無所 謂 說 好 的 愛台 呢,0.1111111111111111,0.0,1.45
不 是 柯粉 也 怒 了,0.0,0.16666666666666666,0.35
可惜 啊 時代 力量 除了 黃 國昌 其他 的 根本,0.0,0.1,0.65
這 老 外 根本就是 欺負 台灣 欺負 台灣人 獨派,0.0,0.2222222222222222,1.15
dpp 很 噁 所以 要 投 kmt 笑 www 死 www 我,0.08333333333333333,0.16666666666666666,1.8499999999999999
被 dpp 收 編 只 能 投 kmt 還能 怎樣,0.0,0.1,0.8
無所 謂 他們 只 想選 舉 反中 發洩 仇恨 而已,0.0,0.2,1.0
kmt 上 次 拿來 打 沒用 這 次 不 敢 跟 島 是 dpp,0.0,0.14285714285714285,1.15
讓 kmt 跟 dpp 互 相 制衡 啊 馬 的,0.0,0.0,0.0
中肯 1124 滅 東廠,0.25,0.0,1.25
上 次 護航 到 極致 這 次 卻 說 柯 p 活摘 器官,0.0,0.0,0.0
再 講 一 次,0.0,0.0,0.0
毒派 的 腦 袋 是 被 柯 p 活摘 了 吧,0.0,0.0,0.0
兩黨 都 拿 器 捐 打過 柯 啦 以為 四 年 就 忘 了,0.0,0.0,0.0
dpp 很 噁 所以 要 投 kmt 笑 www 死 www 我,0.08333333333333333,0.16666666666666666,1.8499999999999999
不擇手段 跟 失去 理性 的 極端 份子 快 沒 兩樣,0.1,0.3,3.025
所以 說 dpp 跟 毒派 是 在 挺 活摘 器官 的 敗類,0.0,0.0,0.0
投廢票 也 比 投藍綠 好,0.2,0.0,1.45
kmt 爛 還 不 敢 爛 到 這 地步,0.0,0.2222222222222222,0.8999999999999999
為了 一 個 本來 就 上不了 的 台北 搞爛 所以 地方,0.0,0.0,0.0
廢,0.0,0.0,0.0
因為 kmt 很 垃圾 但是 dpp 更 垃圾,0.0,0.25,0.6000000000000001
死人 連 屬 還 不 夠 爛 喔 xd,0.0,0.2222222222222222,0.75
dpp 禍害 更 大,0.0,0.25,0.35
如 果 柯 p 組 黨 甲賽 力量 就 泡 沫 化 了,0.0,0.0,0.0
扁 920 沒有 證據 說 柯 有 做 也 沒有,0.0,0.2,1.7000000000000002
手段 骯髒 程度 民進黨 真 是 青出於藍 呀,0.0,0.125,0.55
1124 滅 東廠,0.0,0.0,0.0
證據 說 他 沒有 現 在 大概 就 4 這 樣會 講,0.0,0.08333333333333333,0.8500000000000001
出 這 句 幹話 是 有 他 的 意義 的,0.0,0.0,0.0
1124 滅 東廠 挺 習皇,0.0,0.0,0.0
噓 這 個 英九 記 者,0.0,0.0,0.0
kmt 下去 啦 乾,0.0,0.0,0.0
很氣 但 不會 投 國民黨,0.0,0.2,0.75
1124 廠公 失業 潮 開 催,0.0,0.16666666666666666,0.5
鬼扯 會 支持 柯 的 最好 會 接受 kmt dp,0.3,0.0,4.15
沒有 第三 個 政黨 可以 投 嗎,0.0,0.14285714285714285,0.8500000000000001
1124 滅 東廠,0.0,0.0,0.0
可惜 裝睡 的 dpp 叫 不醒,0.0,0.16666666666666666,0.65
滅 東廠 護 黨產,0.25,0.0,1.25
p 或 kmt 有 什麼 不同,0.0,0.0,0.0
只 怕 覺青 連 甲賽 力量 都 投不 下去 了,0.0,0.1,0.55
中間 理性 de 馬迷,0.25,0.0,1.15
投 自己 想 投 的 吧 投 kmt 只是 讓 他們 輪流 上,0.07692307692307693,0.0,1.05
政黨 輪替 輪 到 教 得 乖,0.0,0.0,0.0
名嘴 能 上電視 只是 單純 他 在 北 部 好 敲 通告,0.16666666666666666,0.0,2.8
是 不可 能 投 國民黨 啦 但 這 十 年 應 該 也 不會,0.0,0.14285714285714285,1.5
並 沒有 好 嗎 我 大 dpp 充滿 價 值 將 執政 20 年,0.07142857142857142,0.07142857142857142,2.3
不 是 他 有 多 厲害 見識 多 行,0.1111111111111111,0.0,1.575
輪 個 屁 下班 還不是 一起 去 吃飯,0.0,0.0,0.0
投 民進黨,0.0,0.0,0.0
滅 東廠 票 投 kmt,0.0,0.0,0.0
看中 豕 想帶 風 向 ㄎㄎ,0.0,0.0,0.0
誰 跟 你 憤怒 的 柯粉 是 個人 都 該 感到 憤怒,0.0,0.16666666666666666,0.8
基 本 上 人民 總 是 要 監 督 政府 者 防止 其 做,0.0,0.07142857142857142,0.95
爛 藐視 民意 當 資方 打手,0.0,0.3333333333333333,0.95
他 只 會 要 你 自己 去 跟 老闆 講 啦,0.0,0.0,0.0
藍 狗 最 會 消 費 柯粉,0.0,0.0,0.0
憤怒 是 對 了 但 未必 全是 柯粉,0.125,0.25,2.65
twp 大 提出 了 一 個 好 的 觀 察 點 也 是 很,0.07142857142857142,0.0,1.45
兩 岸 一 家親 還 不 投 kmt 才 是 頭腦 有 問題,0.0,0.07692307692307693,0.8500000000000001
值得 參考 的,0.3333333333333333,0.0,1.35
1124 彰化 遊 子 返鄉 投票 議員 選 吳韋達,0.0,0.0,0.0
跟 柯粉 沒關 係 是 對 dpp 許 多 政策 選 舉 步,0.07692307692307693,0.0,1.35
數 感到 不爽,0.0,0.3333333333333333,0.44999999999999996
問題 是 看到 kmt 根本 投不 下去 要 改投 誰,0.0,0.1,0.8500000000000001
1124 滅 東廠,0.0,0.0,0.0
智障 才 投 國民黨,0.0,0.25,0.44999999999999996
兩 岸 一 家親 命運 共同 體 票 投柯 特首,0.0,0.1,0.95
中肯 124 滅 東廠票 投 國民黨,0.16666666666666666,0.0,1.25
真的 柯粉 最好 會 投 國民黨 笑死,0.2857142857142857,0.0,2.55
1124 滅 東廠 幹你娘 民進黨,0.0,0.0,0.0
666,0.0,0.0,0.0
廢物 馬 狗 肉便器,0.0,0.25,0.475
真的 理性 選民 不會 被 憤怒 影 響,0.125,0.25,2.3
dpp 吃大便 吧 1124 補刀 啦,0.0,0.0,0.0
改投 國民黨 不可 能,0.0,0.25,0.75
1124 滅 東廠,0.0,0.0,0.0
都 是 92 假 柯粉 本來 就 是 會 投 kmt 啊,0.0,0.0,0.0
阿不 就好 棒棒 颱 風 天 跟著 假 新 聞 高 潮,0.0,0.0,0.0
只 見 柯黑 身為 姚粉 丁粉 有 自覺,0.0,0.0,0.0
的 眼光 被 騙 剛 好 而已 黴體 共犯 結構,0.1,0.2,2.55
選 後 就 會 檢 討 柯 p 的 外溢 效應 資進黨 落選,0.0,0.07692307692307693,0.55
dpp 早已 忘 了自 己 怎 選上 的,0.0,0.0,0.0
國台 辦 和 喜 樂 島 表 示 很 滿意,0.2,0.0,2.95
一 堆人 都氣 瘋 了 倒 是 真的,0.0,0.125,0.4
政 治 一定 這麼 泯滅 良知 嗎,0.0,0.0,0.0
葉克膜 救 了 成千上萬 的 人 也 可以 抹黑,0.0,0.1111111111111111,1.55
要滅 吱 黨 就 要 投 狗黨 的 思維 真 是 笑死人,0.0,0.0,0.0
狗黨 黨工 不用 帶 風 向 惹 喇,0.0,0.0,0.0
1124 滅 藍綠 只 投 非 藍 綠 小黨,0.0,0.0,0.0
老實 說 真的 會 考慮 投 kmt,0.14285714285714285,0.14285714285714285,2.2
1124 滅 東廠 投 誰 都 好 就 是 不 投 ｄｐｐ,0.08333333333333333,0.0,1.45
民進黨 瞧不起 柯粉 年 底 就 讓 他們 看看 柯粉,0.0,0.1,0.55
1124 滅 東廠,0.0,0.0,0.0
有 無黨 就 投 沒 無黨 投 國民黨,0.0,0.0,0.0
別 鬧 了 4 年 前 不 就 是 kmt 打器 官 案,0.0,0.0,0.0
有人 性 的 選民 如 何不 對 器官 抹黑 憤怒,0.1,0.3,3.275
無黨 絕對 投 再 來 投 kmt,0.0,0.0,1.0
誰 打 誰 就 去 死,0.0,0.3333333333333333,0.6000000000000001
北柯 南韓 1124 滅 東廠,0.0,0.0,0.0
電視 上 一 堆 dpp 東廠 走狗 隱 射 殺人 算 誰 的,0.0,0.07692307692307693,0.19999999999999996
1124 滅 東廠 2020 換 母豬,0.0,0.0,0.0
1124 滅 國民黨 滅 黑道,0.0,0.2,0.6
賭爛 也 不會 賭爛 到 投 kmt 當然 投 第三 勢力,0.09090909090909091,0.09090909090909091,1.8
答 對 了會 轉 投 國民黨 這 區 國民黨 無 勝 算 無 仿,0.07142857142857142,0.0,1.35
害 人 兇手 還 敢 嘴砲 喔,0.0,0.14285714285714285,0.30000000000000004
1124 滅 東廠,0.0,0.0,0.0
1124 滅 東廠 藍 綠 一起 滅,0.0,0.0,0.0
藍 綠 通 通 垃圾,0.0,0.2,0.30000000000000004
1124 滅 藍綠,0.0,0.0,0.0
抹 屎 泥巴 戰 就 很 侮辱 人 民智 商,0.0,0.1,0.35
暐瀚 很 會 帶,0.0,0.0,0.0
中肯,1.0,0.0,1.25
怒火 燎 原,0.0,0.3333333333333333,0.35
藍色 的 狐 假 虎 威 還 有 一 堆 無腦 粉 在 帶 風 向,0.0,0.0,0.0
再 氣 也 不會 投給 盧 那 個 棒 槌,0.1,0.1,2.2
狗報 帶 風 向 智障 kmt 賤畜 高 潮,0.0,0.1111111111111111,0.44999999999999996
北柯 南韓 1124 滅 東廠 2020 滅 母豬,0.0,0.0,0.0
1124 滅 東廠 投 kmt 還 柯 p 公 道,0.0,0.0,0.0
北柯 南韓 1124 滅 東廠 2020 滅 母豬,0.0,0.0,0.0
不可 能 投 國民黨 啦 你 以為 國民黨 沒有 跟著,0.0,0.2,1.6
被 抹 嗎 當然 投 第三 勢力 甚 至 第四 第五 第六,0.08333333333333333,0.0,1.05
想 太多 拿 x 給 kmt 還 覺得 浪費,0.1111111111111111,0.1111111111111111,1.7000000000000002
沒給 抹黑 的 教 訓 垃圾 藍綠 繼 續 吃定 你,0.0,0.18181818181818182,0.8500000000000001
高興 投 誰 就 投 誰 啊 就算 投 kmt 有 何不 可,0.07692307692307693,0.07692307692307693,2.475
你 想 投 誰 沒 人能 阻止 你 啊,0.1111111111111111,0.1111111111111111,1.85
沒 錯 啊 跟 2014 外溢 效應 一樣,0.0,0.125,0.5
討厭 dpp 也 不會 回頭 去 投 kmt,0.0,0.25,1.15
北柯 南韓 1124 滅 東廠 2020 滅 母豬,0.0,0.0,0.0
投 kmt 忘記 22822 k 跟 一 堆 喪 權辱國 的 事,0.0,0.08333333333333333,0.75
馬迷,0.0,0.0,0.0
葉克膜 器官 移植 全台 患者 的 家屬 有 多少,0.0,0.1111111111111111,0.6
1124 滅 東廠,0.0,0.0,0.0
林北 以前 深 綠 這 次 看到 掛 民進黨 的 候選人 一,0.0,0.0,0.0
人 是 只 會 柯粉 這 個 字彙 嗎 智障,0.0,0.1,0.44999999999999996
票 都 不會 投給 你,0.0,0.2,0.75
有些 gay 屁精 又 出來 543 了,0.0,0.0,0.0
難得 中肯,0.5,0.0,1.25
恐 因 柯粉 怎樣 標 題 不 寫完 是 怎樣,0.0,0.2,1.6
國民黨 推 鍋 前 先 叫 丁 守 中 跟 羅淑蕾 閉嘴,0.0,0.0,0.0
資深 馬迷 能 懂 柯粉 的 心情,0.0,0.0,1.0
藍 綠 一 樣爛 1124 滅 東廠,0.0,0.0,0.0
居然 還 有 黨工 要 切 割 笑死 了,0.1111111111111111,0.1111111111111111,2.0
垃圾 不 分 藍綠 1124 滅 東廠,0.0,0.14285714285714285,0.30000000000000004
支持 小黨 拒投 國 民 兩黨,0.16666666666666666,0.0,1.55
1124 滅 東廠,0.0,0.0,0.0
改投 國民黨 你 當 大 家 都 失憶 症 嗎,0.0,0.0,0.0
不 投綠 投藍 是 什麼 樣 的 智 商 思考 出 的 答,0.07692307692307693,0.0,1.1
案,0.0,0.0,0.0
呵呵 dpper 怕 惹 在 狂帶 風 向 惹,0.1111111111111111,0.1111111111111111,1.8
姚出來 前 就 預告 了 分裂 了 我 同學 的 爸爸 深,0.0,0.08333333333333333,0.65
就 一 堆 想帶 風 向 的 推文 以為 大 家 都 失憶 症 啊,0.0,0.0,0.0
綠 連 他 都 度 爛 dpp 搞 柯,0.0,0.1111111111111111,0.44999999999999996
真 以為 大 家 不爽 藍綠 都 是 柯粉,0.0,0.1111111111111111,0.44999999999999996
不用 改投 國民黨 投 自己 喜歡 的 就好,0.125,0.0,1.5
難 道 你 要 投 國民黨,0.0,0.0,0.0
雖然 不合理 但是 柯 還是 有 可能 當 掮客 喔,0.0,0.0,0.0
這 是 在 工三小 拉 可以 噁心 成 這樣 喔,0.0,0.1,0.30000000000000004
沒 我 兩黨 都 不會 投,0.0,0.16666666666666666,0.75
以後 我 隨便 給 人 罪名 都 可以 這 樣說 耶,0.09090909090909091,0.18181818181818182,2.75
雖然 我 說 的 不合理 但 你 還是 有 可能 有罪,0.0,0.09090909090909091,0.5
這 大絕 招會 不會 太 無恥 啊,0.0,0.14285714285714285,0.75
憤怒 鳥,0.0,0.5,0.4
英 文下 功德 上 獨派 爽 歪 了,0.25,0.0,2.9000000000000004
幹爆 dpp,0.0,0.0,0.0
1124 滅 東廠,0.0,0.0,0.0
民進黨 年 底 早 就該 死 了 別 想 拿到 任何 一 票,0.07692307692307693,0.07692307692307693,1.1
1124 滅 東廠 綠共 吃屎 腦 粉崩潰 爽,0.125,0.0,1.55
柯粉 投 kmt 四 年 前 kmt 對 柯 做 什麼 當 大 家,0.07142857142857142,0.0,1.35
失憶,0.0,0.0,0.0
沒有 柯粉 只有 liarfan,0.0,0.25,0.8500000000000001
白癡 才 會 投 國民黨 讓 他們 再 回來 搞,0.0,0.1,0.30000000000000004
藍 綠 垃圾 都 不 投 啦,0.0,0.14285714285714285,0.30000000000000004
恭喜 法輪 功 活摘 器官 成 最 大 宣傳 贏 家,0.18181818181818182,0.0,3.0
高調 投給 盧秀彥 讓 林 佳 龍 好看,0.25,0.0,2.9000000000000004
黨工 這 幾 天 一 直 在 帶 風 向 不要 選 國民黨,0.0,0.07692307692307693,0.75
幹白 癡 才 去 選小 黨 選小 黨 就 是 廢票,0.0,0.0,0.0
繼 續 讓 民進黨 爽,0.2,0.0,1.55
明 明 是 在 偷渡 投 國民黨 可恥,0.0,0.125,0.35
現 在 民進黨 已經 證明 比 國民黨 爛 而且,0.0,0.1111111111111111,0.44999999999999996
還 更壞 更 奸 幹 你 有 聽過 國民黨 嗆 人民,0.0,0.18181818181818182,0.42500000000000004
真的 是 北七 藍 綠黨,0.0,0.0,0.0
絕對 不 投 藍綠 寧願 蓋 廢票,0.0,0.14285714285714285,1.95
dpp 現 在 根本 已 經是 一 頭 不受 控 的 怪獸,0.0,0.0,0.0
勞基法 硬 上 幾 天 內 就 通過 的 場景 歷歷,0.09090909090909091,0.0,1.35
在 目 國民黨 也 爛 但是 蠢 多 了 好 對付,0.09090909090909091,0.2727272727272727,3.0999999999999996
